,Filename,Metadata Filename,MD5,Timestamp,Vulnerability,Vuln ID,CWE,Packed,Entropy,Packer,Compiler,Linker
1261,482625f61c2fcebfd6f7f2c10e705e01-WingFtpServer,34517,482625f61c2fcebfd6f7f2c10e705e01,01/09/2014,(Authenticated) Command Execution (Metasploit),"['osvdb-110698', 'cve-2015-4107']",[],packed,7.99637,,Embarcadero Delphi(2009-2010)[Enterprise],"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1262,fa43af0a116d575d695b66f41448f8d8-bpftpclient_install,34540,fa43af0a116d575d695b66f41448f8d8,05/09/2014,Buffer Overflow (SEH),"['cve-2014-2973', 'osvdb-109547']",[],packed,7.99738,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1263,764f1172877fe35d9d2e5763e268aa2c-TFTPServerMTInstallerV1.3,3461,764f1172877fe35d9d2e5763e268aa2c,12/03/2007,Remote Buffer Overflow (Denial of Service) (PoC),[],[],packed,6.63012,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(5.12.8034)
1264,189acd3d9f09ce6e91d581ccba64f4a8-NewsBinPro_4.32,3464,189acd3d9f09ce6e91d581ccba64f4a8,12/03/2007,Article Grabbing Remote Unicode Buffer Overflow,"['osvdb-34003', 'cve-2007-1569']",['NVD-CWE-Other'],packed,7.99656,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1265,2cbf5657ffd8858a9597f296a60270c2-AA_v3,34647,2cbf5657ffd8858a9597f296a60270c2,13/09/2014,Remote Code Execution (Metasploit),[],[],packed,6.63221,,Microsoft Visual C/C++(13.10.2179)[C],Microsoft Linker(6.00.8047)
1266,abb497bd93aff9fa3379b2aaf73fc9c7-hfs2.3_288,34668,abb497bd93aff9fa3379b2aaf73fc9c7,15/09/2014,Remote Command Execution (1),"['cve-2014-6287', 'osvdb-111386']",['CWE-94'],packed,7.88098,"UPX(3.07)[NRV,brute]",Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
1267,5132d652476f071874e42023e66dc1c1-WarFTP165_vulnerable_USER_BufferOverflow,3474,5132d652476f071874e42023e66dc1c1,14/03/2007,'USER' Remote Buffer Overflow,"['osvdb-34041', 'cve-2007-1567']",['NVD-CWE-Other'],packed,7.986,,Microsoft Visual C/C++,
1268,5132d652476f071874e42023e66dc1c1-WarFTP165_vulnerable_USER_BufferOverflow,3482,5132d652476f071874e42023e66dc1c1,15/03/2007,'USER' Remote Buffer Overflow,"['cve-2007-1567', 'osvdb-34041']",['NVD-CWE-Other'],packed,7.986,,Microsoft Visual C/C++,
1269,4d4e15b98e105facf94e4fd6a1f9eb78-Kolibri-2.0-win,34856,4d4e15b98e105facf94e4fd6a1f9eb78,02/10/2014,Remote Buffer Overflow (EMET 5.0 / EMET 4.1 Partial Bypass),"['cve-2014-5289', 'osvdb-110142']",['CWE-20'],not packed,6.24041,,MinGW(gcc-3.4.5),GNU linker ld (GNU Binutils)(2.56*)[GUI32]
1270,48b4731b0411c91d02a9e089082093ef-vlc-1.1.4-win32,34870,48b4731b0411c91d02a9e089082093ef,19/10/2010,Remote Code Execution,[],[],packed,7.99951,,MinGW,GNU linker ld (GNU Binutils)(2.56*)[GUI32]
1271,a98aa684e185ba43474ccdb4b2753a3f-ASXtoMP3Converter,34921,a98aa684e185ba43474ccdb4b2753a3f,07/10/2014,Local Stack Overflow,"['cve-2009-1324', 'osvdb-55357']",['CWE-119'],packed,7.99252,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1272,abb497bd93aff9fa3379b2aaf73fc9c7-hfs2.3_288,34926,abb497bd93aff9fa3379b2aaf73fc9c7,09/10/2014,Remote Command Execution (Metasploit),"['cve-2014-6287', 'osvdb-111386']",['CWE-94'],packed,7.88098,"UPX(3.07)[NRV,brute]",Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
1273,21fdca9b7d302479e989b9d062a276df-FWMCSetup,35074,21fdca9b7d302479e989b9d062a276df,27/10/2014,'.wav' Local Buffer Overflow,['osvdb-58713'],[],packed,7.99516,,Microsoft Visual C/C++(12.00.8447)[C],Microsoft Linker(6.00.8447)
1274,1bbf03ec57b1ad30970362518e073215-Mini-streamRM-MP3Converter,35105,1bbf03ec57b1ad30970362518e073215,29/10/2014,'.wax' File Buffer Overflow (Denial of Service) (PoC) EIP Overwrite,"['cve-2014-9448', 'osvdb-81080']",['CWE-119'],packed,7.9973,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1275,c52438dce55696bf61e02c09f8b86604-avantb101026,3514,c52438dce55696bf61e02c09f8b86604,18/03/2007,Remote Stack Overflow Crash,"['osvdb-34990', 'cve-2007-1501']",['NVD-CWE-Other'],packed,7.99581,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1276,7377f411528a83d87085c3ef3a56edbe-iftp-win32-v220,35177,7377f411528a83d87085c3ef3a56edbe,06/11/2014,Local Buffer Overflow (SEH),['osvdb-114279'],[],packed,7.99112,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1277,4a68aacd1270688ac14103f85ecf2a9e-ihex-win32-v0.98,35178,4a68aacd1270688ac14103f85ecf2a9e,06/11/2014,Local Crash (PoC),['osvdb-114280'],[],packed,7.96844,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1278,5a49d323485977c1722ab79fa0b5fa39-i.mage-win32-v111,35179,5a49d323485977c1722ab79fa0b5fa39,06/11/2014,Local Crash (PoC),['osvdb-114281'],[],packed,7.98577,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1279,c6c388a4767c2eb668cf6c717cdc645a-EMET-5.1-Setup,35273,c6c388a4767c2eb668cf6c717cdc645a,17/11/2014,Fixed Col Span ID (Full ASLR + DEP + EMET 5.1 Bypass) (MS12-037),"['cve-2012-1876', 'osvdb-82866', 'other-MS12-037']",['CWE-94'],packed,7.97967,,,
1280,e67acf8a82d221ec28b6a8d6e33441ad-Mercur,3537,e67acf8a82d221ec28b6a8d6e33441ad,21/03/2007,IMAP 'Subscribe' Remote Overflow,"['osvdb-33546', 'cve-2007-1579']",['CWE-119'],packed,7.9983,UPX(0.89+)[modified],Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
1281,1bbf03ec57b1ad30970362518e073215-Mini-streamRM-MP3Converter,35377,1bbf03ec57b1ad30970362518e073215,26/11/2014,'.wax' Local Buffer Overflow (SEH),"['osvdb-81080', 'cve-2014-9448']",['CWE-119'],packed,7.9973,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1282,b97d7fe6339e9212638f90808edfd688-divx682,35399,b97d7fe6339e9212638f90808edfd688,28/02/2011,'.dps' Remote Buffer Overflow,[],[],packed,7.9997,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1283,e67acf8a82d221ec28b6a8d6e33441ad-Mercur,3540,e67acf8a82d221ec28b6a8d6e33441ad,21/03/2007,IMAP Remote (Egghunter),"['osvdb-23950', 'cve-2006-1255']",['NVD-CWE-Other'],packed,7.9983,UPX(0.89+)[modified],Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
1284,e6d4cede5b8057aec3f306cc7925f42b-FutureSoft_TFTP_Server_2000_1.0.0.1,3541,e6d4cede5b8057aec3f306cc7925f42b,22/03/2007,Remote Overwrite (SEH),"['osvdb-43602', 'cve-2007-1645']",['NVD-CWE-Other'],packed,7.93724,,Microsoft Visual C/C++(11.00-13.10),
1285,fa43af0a116d575d695b66f41448f8d8-bpftpclient_install,35449,fa43af0a116d575d695b66f41448f8d8,03/12/2014,Local Buffer Overflow (SEH),"['cve-2014-2973', 'osvdb-109547']",[],packed,7.99738,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1286,71c8c99909d0a49a270e2b9f6080d72c-7.0_divxplayer70,35507,71c8c99909d0a49a270e2b9f6080d72c,27/03/2011,Multiple Remote Buffer Overflow Vulnerabilities,[],[],packed,7.99575,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1287,30c9c2b9b5d3714ccaa2b23e23377cf1-npp.6.6.9.Installer,35589,30c9c2b9b5d3714ccaa2b23e23377cf1,22/12/2014,Buffer Overflow,"['cve-2014-9456', 'cve-2014-1004', 'osvdb-116200']",['CWE-119'],packed,7.98981,,Microsoft Visual C/C++(16.00.40219)[C],Microsoft Linker(10.00.40219)
1288,e0441656859f5e63ad25fcb240f960a8-JAD8103BASIC,35592,e0441656859f5e63ad25fcb240f960a8,23/12/2014,Crash (PoC),['osvdb-116246'],[],packed,7.97961,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.20.8755)
1289,8e0bf8aec964af66a5d440ef705d548f-m32-401a,3561,8e0bf8aec964af66a5d440ef705d548f,24/03/2007,'LOGIN' Remote IMAP Stack Buffer Overflow,['cve-2004-1211'],['CWE-119'],packed,7.9967,,,Microsoft Linker(5.10.7303)
1290,d2a21fcdbc26faa3fe6841a8ced5aa43-at-tftpd,35654,d2a21fcdbc26faa3fe6841a8ced5aa43,25/04/2011,'Read' Request Remote Denial of Service,[],[],packed,7.99607,,,
1291,7377f411528a83d87085c3ef3a56edbe-iftp-win32-v220,35671,7377f411528a83d87085c3ef3a56edbe,01/01/2015,Local Buffer Overflow (Metasploit),['osvdb-114279'],[],packed,7.99112,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1292,00ad5b254683e5b0210f9cda511d9bfb-openmyzip,35686,00ad5b254683e5b0210f9cda511d9bfb,02/05/2011,'.zip' Remote Buffer Overflow,[],[],not packed,6.44282,,Borland Delphi(2006)[Professional],"Turbo Linker(2.25*,Delphi)[GUI32]"
1293,39ed46cf0ab8c47caea7115b792eba1c-SkinCrafter_Demo_2005_2008_x86,35694,39ed46cf0ab8c47caea7115b792eba1c,05/01/2015,Multiple ActiveX Buffer Overflows,"['cve-2012-2271', 'osvdb-82086', 'osvdb-118019', 'osvdb-118018']",['CWE-119'],not packed,6.41002,,Microsoft Visual C/C++(14.00.50727)[LTCG/C++],Microsoft Linker(8.00.50727)
1294,5132d652476f071874e42023e66dc1c1-WarFTP165_vulnerable_USER_BufferOverflow,3570,5132d652476f071874e42023e66dc1c1,25/03/2007,'USER' Remote Buffer Overflow,"['osvdb-34041', 'cve-2007-1567']",['NVD-CWE-Other'],packed,7.986,,Microsoft Visual C/C++,
1295,fa43af0a116d575d695b66f41448f8d8-bpftpclient_install,35712,fa43af0a116d575d695b66f41448f8d8,06/01/2015,BPS Buffer Overflow (Metasploit),"['cve-2014-2973', 'osvdb-109547']",[],packed,7.99738,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1296,2ac49c8461968142752ede1f4fb84ed2-Palringo-x86-v2_8_1,35741,2ac49c8461968142752ede1f4fb84ed2,10/01/2015,Local Stack Buffer Overflow,[],[],packed,7.98528,,Microsoft Visual C/C++(15.00.30729)[C],Microsoft Linker(9.00.30729)
1297,f34f7f96e8307a01d51c9cc82abe90c2-ie60,3577,f34f7f96e8307a01d51c9cc82abe90c2,26/03/2007,Recordset Double-Free Memory (MS07-009),"['osvdb-27532', 'cve-2006-7206', 'other-MS07-009']",['NVD-CWE-Other'],packed,7.99977,,Borland C++,"Turbo Linker(2.25*,Delphi)[Console32,console]"
1298,8c60773ec7bb19dc3d36994372375ce3-Easy_File_Sharing_FTP_Server_V2.0,3579,8c60773ec7bb19dc3d36994372375ce3,26/03/2007,'PASS' Remote Overflow,"['osvdb-27646', 'cve-2006-3952']",['NVD-CWE-Other'],packed,7.98203,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1299,81e0cfa038b2376f115a412ac73bc158-winui,35812,81e0cfa038b2376f115a412ac73bc158,18/01/2015,Local Buffer Overflow (SEH),['osvdb-117457'],[],packed,7.98103,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.20.8755)
1300,50ad4cf25cdccedc595a0a92712583f0-20100726_Congstar_Install_Pakcage_WIN,35813,50ad4cf25cdccedc595a0a92712583f0,18/01/2015,Local Buffer Overflow (SEH),['osvdb-117458'],[],packed,7.98422,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.20.8755)
1301,6facfc2b36a1f14afd9af608b9f1c291-mbae-setup-1.04.1.1012,35842,6facfc2b36a1f14afd9af608b9f1c291,20/01/2015,Out-of-Bounds Read Denial of Service,"['cve-2014-100039', 'osvdb-114249']",['CWE-20'],packed,7.98058,,Embarcadero Delphi(2009-2010)[Enterprise],"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1302,2743f7a1e219fb4b7862f356009c15a9-exif,35870,2743f7a1e219fb4b7862f356009c15a9,22/01/2015,Buffer Overflow (SEH),"['osvdb-117502', 'cve-2015-1362']",['CWE-119'],packed,7.99564,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1303,a7027075dff3c4b440cf79d533d2adb2-_navicpa_old,3589,a7027075dff3c4b440cf79d533d2adb2,27/03/2007,Remote Buffer Overflow (Metasploit),"['osvdb-34503', 'cve-2007-1733']",['NVD-CWE-Other'],packed,7.99811,,Microsoft Visual C/C++(13.00.9466)[LTCG/C],Microsoft Linker(7.00.9466)
1304,a2eba48a6789803f2a3aca8c93b86cb7-mooplayer-1.3.0,36022,a2eba48a6789803f2a3aca8c93b86cb7,09/02/2015,'m3u' Buffer Overflow (SEH) (PoC),['osvdb-118128'],[],not packed,6.41653,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.00.9466)
1305,a2eba48a6789803f2a3aca8c93b86cb7-mooplayer-1.3.0,36053,a2eba48a6789803f2a3aca8c93b86cb7,11/02/2015,'m3u' Local Buffer Overflow (SEH) (1),['osvdb-118128'],[],not packed,6.41653,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.00.9466)
1306,9fceb6fefd0f3ca1a8c36e97b6cc925d-PCMan.7z,36078,9fceb6fefd0f3ca1a8c36e97b6cc925d,14/02/2015,'MKD' Remote Buffer Overflow,"['cve-2013-4730', 'osvdb-94624']",['CWE-119'],packed,7.9995,,,
1307,29ae6a4a4bc4592c92c5dfa32bd513e0-ActSoft_DVD-Tools_ActiveX_3.8.5.0,3610,29ae6a4a4bc4592c92c5dfa32bd513e0,30/03/2007,'dvdtools.ocx' Remote Buffer Overflow,"['osvdb-33732', 'cve-2007-0976']",['NVD-CWE-Other'],packed,7.94405,,Microsoft Visual C/C++(13.00.9178)[C++],Microsoft Linker(5.12.8034)
1308,9075fa1391b2f63a4cf40172e84a0b20-publish3,36104,9075fa1391b2f63a4cf40172e84a0b20,18/02/2015,Local Buffer Overflow (SEH),"['cve-2014-0980', 'osvdb-102911']",['CWE-119'],packed,7.99333,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1309,7173acc8308af4a265922461a203c8f3-iPOLiS_Device_Manager_v1_12_2_setup_Full,36152,7173acc8308af4a265922461a203c8f3,22/02/2015,iPOLiS XnsSdkDeviceIpInstaller ActiveX WriteConfigValue (PoC),"['cve-2015-0555', 'osvdb-118668']",['CWE-119'],packed,7.99999,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1310,84d88cb5b9471dd8d1d7b7952df9c2bf-xampp-win32-1.7.4-VC6-installer,36258,84d88cb5b9471dd8d1d7b7952df9c2bf,26/10/2011,Cross-Site Scripting,[],[],packed,7.99999,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1311,4500884a3bd21343fc69fcef2f4577be-xampp-win32-1.7.7-VC9-installer,36291,4500884a3bd21343fc69fcef2f4577be,07/11/2011,'PHP_SELF' Multiple Cross-Site Scripting Vulnerabilities,[],[],packed,7.99999,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1312,b0ef411aac61053be35e40fa6ec1fada-FSViewerSetup53,36431,b0ef411aac61053be35e40fa6ec1fada,19/03/2015,'.tga' Crash (PoC),['osvdb-119770'],[],packed,7.99925,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1313,9075fa1391b2f63a4cf40172e84a0b20-publish3,36437,9075fa1391b2f63a4cf40172e84a0b20,19/03/2015,'.PUI' Local Buffer Overflow (SEH) (Metasploit),"['cve-2014-0980', 'osvdb-102911']",['CWE-119'],packed,7.99333,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1314,64215b82be8bb2e749f95fec5b51d3e4-FMCRSetup-2.6,36465,64215b82be8bb2e749f95fec5b51d3e4,22/03/2015,'.wav' Local Buffer Overflow,"['cve-2011-5165', 'osvdb-63349']",['CWE-119'],packed,7.99423,,Microsoft Visual C/C++(12.00.8447)[C],Microsoft Linker(6.00.8447)
1315,a84f7f5c093831c864091e184680c6de-bsplayer268.1077,36477,a84f7f5c093831c864091e184680c6de,24/03/2015,HTTP Response Universal,['osvdb-117222'],[],packed,7.9987,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1316,20cbad20518db0cd50238aa851a3b2bc-IrfanView-3.99,3648,20cbad20518db0cd50238aa851a3b2bc,02/04/2007,'.ani' Local Buffer Overflow (1),"['osvdb-34680', 'cve-2007-1867']",['NVD-CWE-Other'],packed,7.99648,ASPack(2.12-2.42),Microsoft Visual C/C++(12.20.9044)[C++],Microsoft Linker(6.00.9782)
1317,1275f60c1a3b215f764e0852117094f0-Mini-streamRipper_regnow,36501,1275f60c1a3b215f764e0852117094f0,26/03/2015,Local Buffer Overflow,[],[],packed,7.99242,,Microsoft Visual C/C++(12.00.8168)[C++],Microsoft Linker(5.12.8034)
1318,5d8a0032b6d8242dff1d9b03b391f241-eDVR_Manager_v2.6.4,36505,5d8a0032b6d8242dff1d9b03b391f241,26/03/2015,Remote Stack Buffer Overflow,"['cve-2015-2097', 'osvdb-118902', 'osvdb-118896', 'osvdb-118893']",['CWE-119'],packed,7.99725,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1319,11527b59095251af8f3d45c4a13f01ff-WinRDS_Setup_v2.0.8,36517,11527b59095251af8f3d45c4a13f01ff,27/03/2015,StopSiteAllChannel Stack Overflow,"['cve-2015-2094', 'osvdb-118908', 'osvdb-118907', 'osvdb-118906', 'osvdb-118905']",['CWE-119'],packed,7.99773,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1320,5d8a0032b6d8242dff1d9b03b391f241-eDVR_Manager_v2.6.4,36519,5d8a0032b6d8242dff1d9b03b391f241,27/03/2015,SiteName Stack Overflow,"['cve-2015-2098', 'osvdb-118900', 'osvdb-118899', 'osvdb-118898', 'osvdb-118895', 'osvdb-118894', 'osvdb-118892']",['CWE-120'],packed,7.99725,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1321,5d8a0032b6d8242dff1d9b03b391f241-eDVR_Manager_v2.6.4,36603,5d8a0032b6d8242dff1d9b03b391f241,02/04/2015,AudioOnlySiteChannel Stack Buffer Overflow,"['cve-2015-2098', 'osvdb-118900', 'osvdb-118899', 'osvdb-118898', 'osvdb-118895', 'osvdb-118894', 'osvdb-118892']",['CWE-120'],packed,7.99725,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1322,11527b59095251af8f3d45c4a13f01ff-WinRDS_Setup_v2.0.8,36604,11527b59095251af8f3d45c4a13f01ff,02/04/2015,PlaySiteAllChannel Stack Buffer Overflow,"['cve-2015-2094', 'osvdb-118908', 'osvdb-118907', 'osvdb-118906', 'osvdb-118905']",['CWE-119'],packed,7.99773,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1323,5d8a0032b6d8242dff1d9b03b391f241-eDVR_Manager_v2.6.4,36606,5d8a0032b6d8242dff1d9b03b391f241,02/04/2015,SiteChannel Property Stack Buffer Overflow,"['cve-2015-2098', 'osvdb-118900', 'osvdb-118899', 'osvdb-118898', 'osvdb-118895', 'osvdb-118894', 'osvdb-118892']",['CWE-120'],packed,7.99725,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1324,5d8a0032b6d8242dff1d9b03b391f241-eDVR_Manager_v2.6.4,36607,5d8a0032b6d8242dff1d9b03b391f241,02/04/2015,Connect Method Stack Buffer Overflow,"['cve-2015-2097', 'osvdb-118902', 'osvdb-118896', 'osvdb-118893']",['CWE-119'],packed,7.99725,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1325,713ceeaf57e9547fae752c41494f5570-FileCOPA_vulnerable_LIST,3675,713ceeaf57e9547fae752c41494f5570,06/04/2007,'LIST' Remote Buffer Overflow (2),[],[],packed,7.99729,,Microsoft Visual C/C++(13.00.9466)[LTCG/C],Microsoft Linker(7.00.9466)
1326,7173acc8308af4a265922461a203c8f3-iPOLiS_Device_Manager_v1_12_2_setup_Full,36756,7173acc8308af4a265922461a203c8f3,14/04/2015,ReadConfigValue Remote Code Execution,"['cve-2015-0555', 'osvdb-118668']",['CWE-119'],packed,7.99999,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1327,a2eba48a6789803f2a3aca8c93b86cb7-mooplayer-1.3.0,36819,a2eba48a6789803f2a3aca8c93b86cb7,22/04/2015,'m3u' Local Buffer Overflow (SEH) (2),['osvdb-118128'],[],not packed,6.41653,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.00.9466)
1328,93feb6805c08d3ca84b0636a3a986a56-qsearchsetup,36822,93feb6805c08d3ca84b0636a3a986a56,23/04/2015,search textbox Buffer Overflow (SEH Unicode) (Egghunter),['osvdb-93445'],[],packed,7.98621,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1329,64215b82be8bb2e749f95fec5b51d3e4-FMCRSetup-2.6,36826,64215b82be8bb2e749f95fec5b51d3e4,23/04/2015,'.wav' File Buffer Overflow (SEH),"['cve-2011-5165', 'osvdb-63349']",['CWE-119'],packed,7.99423,,Microsoft Visual C/C++(12.00.8447)[C],Microsoft Linker(6.00.8447)
1330,64215b82be8bb2e749f95fec5b51d3e4-FMCRSetup-2.6,36827,64215b82be8bb2e749f95fec5b51d3e4,24/04/2015,'.wav' File Buffer Overflow (SEH) (DEP Bypass),['cve-2011-5165'],['CWE-119'],packed,7.99423,,Microsoft Visual C/C++(12.00.8447)[C],Microsoft Linker(6.00.8447)
1331,8a1130b27572818f86b925a051f1efaf-iTunesSetup,36837,8a1130b27572818f86b925a051f1efaf,27/04/2015,'.pls' Title Buffer Overflow,['osvdb-83220'],[],packed,7.99824,,Microsoft Visual C/C++(15.00.30729)[C],Microsoft Linker(9.00.30729)
1332,3ec4d1165c26fcb4d9be68da0ac8b9f0-iftp-win32-v2.21,36847,3ec4d1165c26fcb4d9be68da0ac8b9f0,28/04/2015,Overflow Crash (SEH) (PoC),['osvdb-114279'],[],packed,7.9909,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1333,20cbad20518db0cd50238aa851a3b2bc-IrfanView-3.99,3692,20cbad20518db0cd50238aa851a3b2bc,09/04/2007,'.ani' Local Buffer Overflow (2),"['osvdb-34680', 'cve-2007-1867']",['NVD-CWE-Other'],packed,7.99648,ASPack(2.12-2.42),Microsoft Visual C/C++(12.20.9044)[C++],Microsoft Linker(6.00.9782)
1334,4b1d218f322829b370c3731516cb04cf-TYPSoft_FTPd_1.10,36972,4b1d218f322829b370c3731516cb04cf,19/03/2012,'APPE' Remote Buffer Overflow,"['cve-2012-5329', 'osvdb-80577']",['CWE-119'],packed,6.57199,,Borland Delphi(7)[Enterprise],"Turbo Linker(2.25*,Delphi)[GUI32]"
1335,3ec4d1165c26fcb4d9be68da0ac8b9f0-iftp-win32-v2.21,36984,3ec4d1165c26fcb4d9be68da0ac8b9f0,11/05/2015,Time Field (SEH),['osvdb-114279'],[],packed,7.9909,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1336,36ee3ecaca90a80b59234a33782035ca-IE5.01sp4-KB937143-Windows2000sp4-x86-ENU,37,36ee3ecaca90a80b59234a33782035ca,07/06/2003,Object Tag (MS03-020),"['osvdb-2967', 'cve-2003-0344', 'other-MS03-020']",['NVD-CWE-Other'],packed,7.99877,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.10.2179)
1337,3ec4d1165c26fcb4d9be68da0ac8b9f0-iftp-win32-v2.21,37014,3ec4d1165c26fcb4d9be68da0ac8b9f0,14/05/2015,Buffer Overflow Crash (PoC),[],[],packed,7.9909,,Microsoft Visual C/C++(13.10.4035)[C],Microsoft Linker(6.0)
1338,fa43af0a116d575d695b66f41448f8d8-bpftpclient_install,37056,fa43af0a116d575d695b66f41448f8d8,18/05/2015,Local Buffer Overflow (DEP Bypass),"['osvdb-50968', 'cve-2008-5753']",['CWE-119'],packed,7.99738,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1339,1ff81952fabd01399da72402da3a8a85-pshell,37149,1ff81952fabd01399da72402da3a8a85,29/05/2015,Crash (PoC),[],[],packed,7.99718,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
1340,06ef1e87328447cef639e237babdc0d2-Sami_HTTP_Server_2.0.1_bis,3715,06ef1e87328447cef639e237babdc0d2,12/04/2007,POST Denial of Service,[],[],packed,7.87811,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
1341,0e6959be3ad6ccee00fd991f6e8b25e6-foobar2000_v1.3.8,37267,0e6959be3ad6ccee00fd991f6e8b25e6,12/06/2015,'.m3u' Local Crash (PoC),[],[],packed,7.99547,,Microsoft Visual C/C++(16.00.40219)[C],Microsoft Linker(10.00.40219)
1342,8d0f7e8bdd5e705d693fdf693d04777d-InstallGoldWave612,37268,8d0f7e8bdd5e705d693fdf693d04777d,12/06/2015,Local Crash (PoC),['osvdb-124140'],[],packed,7.97731,,Borland C++(Builder)[Enterprise],"Turbo Linker(8.0)[GUI64,admin,signed]"
1343,482b68b645c5970c4e850379596b87f0-vcdgear356_050213beta,3727,482b68b645c5970c4e850379596b87f0,13/04/2007,'FILE' Local Code Execution,"['osvdb-34968', 'cve-2007-2062']",['NVD-CWE-Other'],packed,6.67595,,Borland C++(Builder)[Enterprise],Turbo Linker(5.0)[GUI32]
1344,07c03db7956e5e6fb4580cf8fa330993-Cool-Audio-Magic-Audio-Editor-pro-Installer_10.0.2_with_NCTAudioFile2_ActiveX,3728,07c03db7956e5e6fb4580cf8fa330993,13/04/2007,NCTAudioFile2.AudioFile ActiveX Remote Overflow,"['osvdb-32032', 'cve-2007-0018']",['CWE-119'],packed,7.99952,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
1345,11ded0d4799a490dd21ad88152b36ddc-FileZilla_3.11.0.2_win32-setup,37286,11ded0d4799a490dd21ad88152b36ddc,15/06/2015,Denial of Service,['osvdb-123337'],[],packed,7.99818,,Microsoft Visual C/C++(16.00.40219)[C],Microsoft Linker(10.00.40219)
1346,f9120481520d8202fa0a02dfdb575ba7-putty,37291,f9120481520d8202fa0a02dfdb575ba7,15/06/2015,Denial of Service,['osvdb-123339'],[],packed,6.65585,,Microsoft Visual C/C++(13.10.3077)[C],Microsoft Linker(7.10.3077)
1347,13a7bd30c09f24ebf3df9159b639a142-fineplayer220,37300,13a7bd30c09f24ebf3df9159b639a142,16/06/2015,'.mp4' Crash (PoC),['osvdb-123361'],[],packed,7.9997,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
